text,tag,name
Rate of RhD sensitisation before and after implementation of a community based antenatal prophylaxis programme .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Diagnosed if suspected .,"['O', 'O', 'O', 'O']",NONE
Breastfeeding and catch-up growth in infants born small for gestational age .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Health practices of critical care nurses : are these nurses good role models for patients ? ||NONE,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"A case-control study of cytochrome P450 1A1 , glutathione S-transferase M1 , cigarette smoking and lung cancer susceptibility ( Massachusetts , United States ) ||NONE","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
A positive cannabinoids workplace drug test following the ingestion of commercially available hemp seed oil .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Goldilocks and Mrs .,"['O', 'O', 'O', 'O']",NONE
Ilych : a critical look at the `` philosophy of hospice '' .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Sensitivity and specificity of the neonatal brain-stem auditory evoked potential for hearing and language deficits in survivors of extracorporeal membrane oxygenation .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The Federated Council of Internal Medicine 's resource guide for residency education : an instrument for curricular change .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
A reluctant doctor shopper .,"['O', 'O', 'O', 'O', 'O']",NONE
Frequent users of emergency services ||NONE,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Implications for genetic studies .,"['O', 'O', 'O', 'O', 'O']",NONE
Guidelines from the Norwegian Gastrointestinal Cancer Group ||NONE,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The prison patient .,"['O', 'O', 'O', 'O']",NONE
The use and effects of postcoital contraception ||NONE,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Vancomycin-resistant Staphylococcus aureus : apocalypse now ? ||NONE,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Antisense suppression of 4-coumarate : coenzyme A ligase activity in Arabidopsis leads to altered lignin subunit composition .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Implementation of pharmaceutical practice guidelines .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
"In vitro interactions of oxidatively modified LDL with type I , II , III , IV , and V collagen , laminin , fibronectin , and poly-D-lysine .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Factors influencing blood flow in the optic nerve head .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Mutations of the Drosophila dDP , dE2F , and cyclin E genes reveal distinct roles for the E2F-DP transcription factor and cyclin E during the G1-S transition .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
SYT-SSX gene fusion as a determinant of morphology and prognosis in synovial sarcoma .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Comprehensive Cancer Centre West , Leiden , The Netherlands .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Intra- and inter-individual biological variability data bank .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Run-in periods in randomized trials : implications for the application of results in clinical practice .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings .,"['O', 'O']",NONE
"London , England , June 29 , 1997 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The AACC Lectureship Award Address .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
The market for health care : where is the patient ? ||NONE,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Human fetal pituitary expresses functional growth hormone-releasing peptide receptors .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
A piece of my mind .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Leaders or lemmings ? ||NONE,"['O', 'O', 'O', 'O', 'O']",NONE
"Sales of food aid as sign of distress , not excess .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Gastrointestinal absorption of metals .,"['O', 'O', 'O', 'O', 'O']",NONE
Embryonic stem cells and hematopoietic stem cell biology .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Photorepair mutants of Arabidopsis .,"['O', 'O', 'O', 'O', 'O']",NONE
Structure and expression of the chicken calmodulin I gene .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Vive le Malade ! ||NONE,"['O', 'O', 'O', 'O', 'O']",NONE
Electron beam computed tomographic coronary calcium as a predictor of coronary events : comparison of two protocols .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The ethics of genetic research on sexual orientation .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Patient safety and scented pediatric anesthesia facemasks .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Ion channels .,"['O', 'O', 'O']",NONE
SHARPs : mammalian enhancer-of-split- and hairy-related proteins coupled to neuronal stimulation .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Complementary and alternative medicine : friend , foe , or OWA ? ||NONE","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Masking , blinding , and peer review : the blind leading the blinded .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Human cervico-facial morphogenesis .,"['O', 'O', 'O', 'O']",NONE
Evaluation of acquired data and current outlook .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
( Part 1 : facial morphogenesis ) ||NONE,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Report of spores of Henneguya salminicola ( Myxozoa ) in human stool specimens : possible source of confusion with human spermatozoa .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Pressure- and Volume-Limited Ventilation Strategy Group .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Audit commission tackles anaesthetic services .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Variation in proficiency testing performance by testing site .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Health insurance for children -- a model for incremental health reform ? ||NONE,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Distinction awards and racial discrimination .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Potential biases were not taken into account in study of waiting times .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Factors affecting uptake of antenatal HIV testing in London : results of a multicentre study .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Coronary arterioluminal communications in routine angiography .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Peptide nucleic acid ( PNA ) from DNA recognition to antisense and DNA structure .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The screening muddle .,"['O', 'O', 'O', 'O']",NONE
China 's human-organ trade highlighted by US arrest of `` salesman '' .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Needle-exchange programmes in the USA .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Patterning of immobilized antibody layers via photolithography and oxygen plasma exposure .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
A cell-based immunobiosensor with engineered molecular recognition -- Part II : Enzyme amplification systems .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Evanescent wave fibre optic sensor for detection of L. donovani specific antibodies in sera of kala azar patients .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Multianalyte biosensors on optical imaging bundles .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Specific binding of low molecular weight ligands with direct optical detection .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Amperometric lactate oxidase catheter for real-time lactate monitoring based on thin film technology .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Dual-fractal analysis for antigen -- antibody binding kinetics for biosensor applications .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Dipstick only urinalysis screen for the pediatric emergency room .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Cytoplasmic transport in Drosophila ovarian follicles : the migration of microinjected fluorescent probes through intercellular bridges depends neither on electrical charge nor on external osmolarity .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Further evidence for the importance of an androgen response element in the factor IX promoter .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
High-affinity binding of the neonatal Fc receptor to its IgG ligand requires receptor immobilization .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Molecular distances from dipolar coupled spin-labels : the global analysis of multifrequency continuous wave electron paramagnetic resonance data .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Computer science and biology -- the German Conference on Bioinformatics ( GCB'96 ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Surface plasmon resonance analysis of topoisomerase I-DNA binding : effect of Mg2+ and DNA sequence .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The 1996 list .,"['O', 'O', 'O', 'O']",NONE
Proposed new bacterial taxa and proposed changes of bacterial names published during 1996 and considered to be of interest to medical or veterinary bacteriology .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
An informational note .,"['O', 'O', 'O', 'O']",NONE
The 1995 list .,"['O', 'O', 'O', 'O']",NONE
Proposed new bacterial taxa and proposed changes of bacterial names published during 1995 and considered to be of interest to medical or veterinary bacteriology .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
An informational note .,"['O', 'O', 'O', 'O']",NONE
Use of surface plasmon resonance to probe the equilibrium and dynamic aspects of interactions between biological macromolecules .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
ABC of mental health .,"['O', 'O', 'O', 'O', 'O']",NONE
Hazards of running a marathon .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Troponin-T concentrations should be measured .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
"Second Strang International Cancer Conference : genetics and the environment New York , USA , 15-16 November 1996 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"AIDS : a world , a desire ||NONE","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Urogynaecology proceedings of the joint RCOG/BAUS urogynaecology meeting .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
19 September 1996 .,"['O', 'O', 'O', 'O']",NONE
The naming of a syndrome .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Growth hormone secretion in HIV-positive versus HIV-negative hemophilic males with abnormal growth and pubertal development .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The Hemophilia Growth and Development Study .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Trends in HIV counseling and testing of clients attending a public sexually transmitted disease clinic in Portland , Oregon , 1989-1995 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Update on Helicobacter pylori research .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Diagnosis .,"['O', 'O']",NONE
Uptake on Helicobacter pylori research .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Pathogenesis and host response .,"['O', 'O', 'O', 'O', 'O']",NONE
Update on Helicobacter pylori research .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Malignancies .,"['O', 'O']",NONE
Update on Helicobacter pylori research .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Update on Helicobacter pylori research .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Eradication .,"['O', 'O']",NONE
Sequence analysis of the 36-kb region between gntZ and trnY genes of Bacillus subtilis genome .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
A review of interferon immunogenicity .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
"Based on a roundtable workshop held in London , United Kingdom , 9 February 1996 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Current progress in early pregnancy investigation .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Truncated-gene reporter system for studying the regulation of manganese peroxidase expression .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Disparate sequence characteristics of the Erysiphe graminis f.sp .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
hordei glyceraldehyde-3-phosphate dehydrogenase gene .,"['O', 'O', 'O', 'O', 'O']",NONE
The Integrative Neurobiology of Affiliation .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of a conference .,"['O', 'O', 'O', 'O', 'O']",NONE
"Washington , DC , USA .","['O', 'O', 'O', 'O', 'O', 'O']",NONE
"March 14-17 , 1996 .","['O', 'O', 'O', 'O', 'O']",NONE
Proceedings of the 10th International Symposium on the Pharmacology of Thermoregulation .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Memphis , Tennessee , USA .","['O', 'O', 'O', 'O', 'O', 'O']",NONE
"August 17-22 , 1996 .","['O', 'O', 'O', 'O', 'O']",NONE
Neuropeptides in Development and Aging .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of a conference .,"['O', 'O', 'O', 'O', 'O']",NONE
"Breckenridge , Colorado , USA .","['O', 'O', 'O', 'O', 'O', 'O']",NONE
"February 3-6 , 1996 .","['O', 'O', 'O', 'O', 'O']",NONE
"Receptor Classification : The Integration of Operational , Structural , and Transductional Information .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of a conference .,"['O', 'O', 'O', 'O', 'O']",NONE
"Verona , Italy , September 21-22 , 1995 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of a conference .,"['O', 'O', 'O', 'O', 'O']",NONE
"New York , New York , USA .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"September 7-10 , 1996 .","['O', 'O', 'O', 'O', 'O']",NONE
Adolescent Gynecology and Endocrinology : Basic and Clinical Aspects .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of the 3rd International Congress .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Athens , Greece , December 6-9 , 1995 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of the 3rd International Conference on Neuroprotective Agents : Clinical and Experimental Aspects .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Lake Como , Italy , September 9-12 , 1996 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Cloning and characterization of a neural cell recognition molecule on axons of the retinotectal system and spinal cord .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Identification , localization , and expression of two novel human genes similar to deoxyribonuclease I. ||NONE","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Oncogenic raf-1 induces the expression of non-histone chromosomal architectural protein HMGI-C via a p44/p42 mitogen-activated protein kinase-dependent pathway in salivary epithelial cells .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Meis2 , a novel mouse Pbx-related homeobox gene induced by retinoic acid during differentiation of P19 embryonal carcinoma cells .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of the VIIIth International Conference on the Na/K-ATPase and Related Transport ATPases .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Mar del Plata , Argentina , August 26-30 , 1996 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Targeted development of microsatellite markers from the defined region of bovine chromosome 6q21-31 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Genetic population structure in the yellow mongoose , Cynictis penicillata .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
ETTIN patterns the Arabidopsis floral meristem and reproductive organs .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Ancient DNA from amber fossil bees ? ||NONE,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The histone H1 genes of the dipteran insect , Chironomus thummi , fall under two divergent classes and encode proteins with distinct intranuclear distribution and potentially different functions .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Characterization of the orf31-petG gene cluster from the plastid genome of Populus deltoides .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Xenopus Pax-2 displays multiple splice forms during embryogenesis and pronephric kidney development .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
International Workshop on Bone Research in Space .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Tokyo , Japan , November 11-13 , 1996 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings .,"['O', 'O']",NONE
Joint meeting of the Benelux Society for Microcirculation and the Gesellschaft fÃ1/4r Mikrozirkulation e.V .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Mainz , Germany , October 23-25 , 1997 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Abstracts .,"['O', 'O']",NONE
"Marseille , France , 28-30 April 1998 ||NONE","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Central and East European Regional INTERASMA Conference .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Budapest , Hungary , August 24-27 , 1997 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Summary of symposium , antisense oligonucleotides : strategies and successes .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Sarasota , Florida , USA .","['O', 'O', 'O', 'O', 'O', 'O']",NONE
"April 21 , 1995 .","['O', 'O', 'O', 'O', 'O']",NONE
International forensic science and justice .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of the 6th Congress of the SociÃ ( c ) tÃ ( c ) de Pharmaco-Toxicologie Cellulaire and the SociÃ ( c ) tÃ ( c ) FranÃ§aise de Toxicologie GÃ ( c ) nÃ ( c ) tique .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Paris , France , March 6-7 , 1997 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of the 12th annual general meeting .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Rapallo , Italy , 14-15 March 1997 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Report of the 61st National Scientific Meeting of the American College of Rheumatology , Washington DC , 8-12 November 1997 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Topical dictionary ||NONE,"['O', 'O', 'O']",NONE
USAN Council .,"['O', 'O', 'O']",NONE
List No .,"['O', 'O', 'O']",NONE
404 .,"['O', 'O']",NONE
New names .,"['O', 'O', 'O']",NONE
Nagrestipen .,"['O', 'O']",NONE
"Proposed genetic nomenclature rules for Tetrahymena thermophila , Paramecium primaurelia and Paramecium tetraurelia .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The Seventh International Meeting on Ciliate Molecular Biology Genetics Nomenclature .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Joint annual session of the North German Society of Radiology and the Radiology Society of Lower Saxony and Sachsen Anhalt .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Kiel , 20-21 February 1998 .","['O', 'O', 'O', 'O', 'O', 'O']",NONE
Abstracts ||NONE,"['O', 'O']",NONE
"Neurone development and death , from a cell biologist 's perspective .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
3rd Neurotrauma/Polytrauma Symposium .,"['O', 'O', 'O', 'O']",NONE
"Cologne , Germany , March 14-15 , 1998 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Abstracts ||NONE,"['O', 'O']",NONE
"Neuroimmunomodulation : Molecular Aspects , Integrative Systems , and Clinical Advances .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Proceedings of the 3rd Congress of the International Society of NeuroImmunoModulation ( ISNIM ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Bethesda , Maryland , USA .","['O', 'O', 'O', 'O', 'O', 'O']",NONE
"November 13-15 , 1996 .","['O', 'O', 'O', 'O', 'O']",NONE
8th European Meeting on Dysmorphology .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
"Strasbourg , France , 3-6 September 1997 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Abstracts .,"['O', 'O']",NONE
EU Working Group on Tobacco and Oral Health Consensus Meeting .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Copenhagen , 23-26 October 1997 .","['O', 'O', 'O', 'O', 'O', 'O']",NONE
Abstracts .,"['O', 'O']",NONE
Presentations from the 2nd NIH Symposium on Therapeutic Oligonucleotides : Targeting Transcription Factors and Signaling Pathways .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Bethesda , Maryland , USA .","['O', 'O', 'O', 'O', 'O', 'O']",NONE
"December 5 , 1997 .","['O', 'O', 'O', 'O', 'O']",NONE
What 's new in protein folding ? EMBO workshop : protein folding and misfolding inside and outside the cell .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Meeting of the European forum of nurses .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
17th European Workshop on the Cell Biology of Phagocytes .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Catania , Italy , May 27-31 , 1998 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Abstracts .,"['O', 'O']",NONE
Onset of the preovulatory luteinizing hormone surge : diurnal timing and critical follicular prerequisites .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Municipal animal control ordinances -- some legal issues .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Psychosexual care in a multi-ethnic society .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
